report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,hit_run,lane_number,number_of_lanes,nontraffic,off_road_description,at_fault,collision_type,weather,light,traffic_control,driver_substance_abuse,first_harmful_event,second_harmful_event,fixed_oject_struck,route_type,mile_point,mile_point_direction,lane_direction,direction,distance,distance_unit,road_grade,road_name,cross_street_type,cross_street_name,municipality,surface_condition,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,related_non_motorist,non_motorist_substance_abuse,lane_type
MCP3109008X,230073543,Montgomery County Police,Property Damage Crash,2023-12-25T13:30:00.000,No,1,1,No,,DRIVER,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,County,0.43,North,North,North,0,FEET,LEVEL,LOCKWOOD DR,County,NORTHWEST DR,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP3268003M,230073522,Montgomery County Police,Property Damage Crash,2023-12-25T08:32:00.000,No,2,2,No,,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,FIXED OBJECT,FIXED OBJECT,TREE SHRUBBERY,Maryland (State),2.45,East,West,West,150,FEET,LEVEL,SPENCERVILLE RD,County,BURTONSVILLE DR,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP1477000R,230073516,Montgomery County Police,Property Damage Crash,2023-12-25T05:30:00.000,Yes,1,1,No,,DRIVER,N/A,N/A,DARK LIGHTS ON,NO CONTROLS,N/A,PARKED VEHICLE,PARKED VEHICLE,N/A,County,0.2,North,South,North,0.5,MILE,OTHER,OLD COLUMBIA PIKE,County,STEWART LA,N/A,N/A,NON INTERSECTION,N/A,N/A,OTHER,NO DEFECTS,OTHER,,,
MCP3284001V,230073512,Montgomery County Police,Injury Crash,2023-12-25T03:21:00.000,No,2,4,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0.67,South,East,South,0,FEET,LEVEL,CHERRY HILL RD,County,BROADBIRCH DR,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3376001B,230073509,Montgomery County Police,Property Damage Crash,2023-12-25T02:26:00.000,No,1,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,Maryland (State),3.58,North,North,North,0,FEET,LEVEL,GEORGIA AVE,County,BLUERIDGE AVE,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP33760019,230073508,Montgomery County Police,Injury Crash,2023-12-25T02:23:00.000,No,1,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,LIGHT SUPPORT POLE,Maryland (State),3.58,North,North,North,0,FEET,LEVEL,GEORGIA AVE,County,BLUERIDGE AVE,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2536004W,230073511,Montgomery County Police,Property Damage Crash,2023-12-25T02:00:00.000,Yes,0,0,Yes,PARKING LOT OF 1230 VEIRS MILL ROAD,DRIVER,OTHER,CLEAR,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,PARKED VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP24640035,230073502,Montgomery County Police,Property Damage Crash,2023-12-24T22:58:00.000,No,1,1,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,FIXED OBJECT,PARKED VEHICLE,CURB,County,1.09,East,South,West,0.1,MILE,LEVEL,E FRANKLIN AVE,County,BURGESS LA,N/A,DRY,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP33390039,230073496,Montgomery County Police,Property Damage Crash,2023-12-24T20:46:00.000,Yes,1,1,No,,DRIVER,OPPOSITE DIRECTION SIDESWIPE,N/A,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,PARKED VEHICLE,N/A,N/A,County,0.43,East,East,West,500,FEET,LEVEL,HEATHFIELD RD,Maryland (State),GEORGIA AVE,N/A,DRY,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP23350025,230073492,Montgomery County Police,Property Damage Crash,2023-12-24T20:00:00.000,No,1,2,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),4.26,North,South,North,0,FEET,LEVEL,RIDGE RD,County,PREAKNESS DR,N/A,DRY,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP1213008Y,230073490,Montgomery County Police,Property Damage Crash,2023-12-24T18:40:00.000,No,1,2,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,OVERTURN,CURB,County,0.55,East,East,East,40,FEET,HILL UPHILL,BLUERIDGE AVE,County,GRANDVIEW AVE,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP33560018,230073488,Montgomery County Police,Injury Crash,2023-12-24T18:31:00.000,No,0,0,Yes,PARKING LOT OF SAFEWAY GAS (26300 RIDGE RD),DRIVER,OTHER,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,PEDESTRIAN,N/A,N/A,,,,,,,,,,,,,,,,,,,,PEDESTRIAN,NONE DETECTED,
MCP33390038,230073477,Montgomery County Police,Property Damage Crash,2023-12-24T16:33:00.000,No,3,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,LIGHT SUPPORT POLE,County,3.79,East,East,East,0,FEET,LEVEL,RANDOLPH RD,Other Public Roadway,GLENMONT CIR #1,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP30550045,230073457,Montgomery County Police,Injury Crash,2023-12-24T14:25:00.000,No,0,0,Yes,IN PARKING LOT OF 4301 RANDOLPH RD.,DRIVER,OTHER,CLEAR,DAYLIGHT,N/A,N/A,FIXED OBJECT,PEDESTRIAN,GUARDRAIL OR BARRIER,,,,,,,,,,,,,,,,,,,,PEDESTRIAN,N/A,
MCP30890049,230073453,Montgomery County Police,Property Damage Crash,2023-12-24T14:13:00.000,No,1,2,No,,DRIVER,OTHER,CLEAR,DAYLIGHT,OTHER,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,0,North,North,North,0,FEET,N/A,FLOWER AVE,Maryland (State),FLOWER AVE (BACK),N/A,DRY,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP2603005Y,230073450,Montgomery County Police,Property Damage Crash,2023-12-24T13:51:00.000,No,0,0,Yes,PARKING LOT OF 18200 FLOWER HILL DR,DRIVER,OTHER,N/A,DAYLIGHT,N/A,N/A,OTHER VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP2513003H,230073442,Montgomery County Police,Injury Crash,2023-12-24T12:46:00.000,No,0,1,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,3.97,North,South,South,10,FEET,LEVEL,SHADY GROVE RD,Unknown,SPUR FR MD 355,N/A,DRY,INTERSECTION RELATED,N/A,INTERSECTION RELATED,CURVE RIGHT,NO DEFECTS,OTHER,,,RIGHT TURN LANE
EJ7887003M,230073441,Gaithersburg Police Depar,Property Damage Crash,2023-12-24T11:50:00.000,Yes,1,2,No,,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,FLASHING TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,N/A,N/A,County,2.9,North,South,North,0,FEET,LEVEL,MUDDY BRANCH RD,Unknown,KING JAMES WAY,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP209400N8,230073435,Montgomery County Police,Property Damage Crash,2023-12-24T11:35:00.000,No,0,0,Yes,DEMOCRACY BLVD / SEVEN LOCKS RD,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,FIXED OBJECT,OFF ROAD,CURB,,,,,,,,,,,,,,,,,,,,,,
MCP3016004T,230073429,Montgomery County Police,Property Damage Crash,2023-12-24T10:30:00.000,No,3,3,No,,DRIVER,SAME DIR REAR END,RAINING,DAYLIGHT,TRAFFIC SIGNAL,N/A,OTHER VEHICLE,N/A,N/A,County,0.27,South,South,South,100,FEET,LEVEL,FATHER HURLEY BLVD,Unknown,BEGIN BRIDGE,N/A,WET,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP209400N7,230073430,Montgomery County Police,Property Damage Crash,2023-12-24T10:10:00.000,No,3,3,No,,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,GUARDRAIL OR BARRIER,County,1.65,East,West,West,5,FEET,GRADE DOWNHILL,MONTROSE RD,Municipality,TOWER OAKS BLVD,ROCKVILLE,WET,INTERSECTION RELATED,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3016004S,230073428,Montgomery County Police,Property Damage Crash,2023-12-24T10:00:00.000,No,3,3,No,,DRIVER,SAME DIR REAR END,RAINING,DAYLIGHT,FLASHING TRAFFIC SIGNAL,N/A,OTHER VEHICLE,N/A,N/A,County,0.27,South,South,South,0,FEET,LEVEL,FATHER HURLEY BLVD,Unknown,BEGIN BRIDGE,N/A,WET,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3350002G,230073423,Montgomery County Police,Injury Crash,2023-12-24T08:38:00.000,No,2,2,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),4.04,North,South,North,0,FEET,LEVEL,OLD GEORGETOWN RD,County,TUCKERMAN LA,N/A,WET,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3089004B,230073421,Montgomery County Police,Injury Crash,2023-12-24T07:24:00.000,No,3,3,No,,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,N/A,N/A,FIXED OBJECT,N/A,SIGN SUPPORT POLE,US (State),1.12,North,South,South,0,FEET,LEVEL,COLESVILLE RD,County,NOYES DR,N/A,DRY,N/A,N/A,N/A,STRAIGHT,N/A,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP33760018,230073416,Montgomery County Police,Injury Crash,2023-12-24T02:59:00.000,No,0,3,No,,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,UNKNOWN,FIXED OBJECT,FIXED OBJECT,SIGN SUPPORT POLE,Maryland (State),3,East,West,East,0,FEET,LEVEL,UNIVERSITY BLVD W,County,ARCOLA AVE,N/A,DRY,NON INTERSECTION,N/A,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,UNKNOWN
MCP31730034,230073412,Montgomery County Police,Property Damage Crash,2023-12-24T02:15:00.000,Yes,0,0,Yes,"PARKING LOT AZUL SPORT BAR LOCATED AT: 18749 NORTH FREDERICK AVE, GAITHERSBURG, MD",DRIVER,SAME DIRECTION SIDESWIPE,N/A,DARK LIGHTS ON,N/A,ALCOHOL CONTRIBUTED,OTHER VEHICLE,PARKED VEHICLE,LIGHT SUPPORT POLE,,,,,,,,,,,,,,,,,,,,,,
MCP3156002S,230073447,Montgomery County Police,Property Damage Crash,2023-12-24T01:48:00.000,Yes,0,0,Yes,PARKING LOT AT 8650 PINEY BRANCH RD.,DRIVER,SAME DIR REAR END,CLOUDY,DARK LIGHTS ON,N/A,N/A,PARKED VEHICLE,PARKED VEHICLE,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP24640034,230073406,Montgomery County Police,Property Damage Crash,2023-12-23T23:35:00.000,Yes,0,0,Yes,PARKING LOT OF 650 UNIVERSITY BLVD E,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,"N/A, NONE DETECTED",OTHER VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP2835003B,230073403,Montgomery County Police,Property Damage Crash,2023-12-23T23:27:00.000,No,2,3,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,N/A,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,OTHER VEHICLE,N/A,Maryland (State),0.06,North,North,North,0,FEET,LEVEL,WISCONSIN AVE,County,WILLARD AVE,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP32400038,230073400,Montgomery County Police,Property Damage Crash,2023-12-23T23:05:00.000,No,1,2,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,OTHER VEHICLE,N/A,N/A,County,0.39,East,East,East,0,FEET,LEVEL,MIDDLEBROOK RD,County,CENTURY BLVD,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3221002Q,230073397,Montgomery County Police,Injury Crash,2023-12-23T22:25:00.000,Yes,1,1,No,,DRIVER,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),3.66,North,North,North,10,FEET,LEVEL,FALLS RD,County,COLD SPRING RD,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3228005L,230073396,Montgomery County Police,Property Damage Crash,2023-12-23T22:11:00.000,No,0,3,No,,DRIVER,ANGLE MEETS LEFT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,N/A,CURB,Maryland (State),1.06,East,East,East,0,FEET,GRADE DOWNHILL,VEIRS MILL RD,Municipality,MIDWAY AVE,ROCKVILLE,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,CROSSOVER AREA
MCP23050035,230073395,Montgomery County Police,Property Damage Crash,2023-12-23T21:47:00.000,No,3,3,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,"N/A, NONE DETECTED",OTHER VEHICLE,N/A,N/A,County,0.45,South,South,South,0.25,MILE,LEVEL,RIDGE RD,County,OBSERVATION DR,N/A,DRY,N/A,N/A,THRU ROADWAY,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP28460098,230073386,Montgomery County Police,Injury Crash,2023-12-23T20:15:00.000,Yes,3,3,No,,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,N/A,N/A,Maryland (State),2.78,North,North,South,5,FEET,LEVEL,GEORGIA AVE,County,WINDHAM LA,N/A,DRY,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2948006P,230073382,Montgomery County Police,Property Damage Crash,2023-12-23T20:10:00.000,No,1,3,No,,UNKNOWN,ANGLE MEETS LEFT TURN,CLEAR,DARK -- UNKNOWN LIGHTING,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,4.36,East,East,East,0,FEET,LEVEL,RANDOLPH RD,County,MIDDLEVALE LA,N/A,DRY,N/A,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
EJ7847003B,230073378,Gaithersburg Police Depar,Property Damage Crash,2023-12-23T19:25:00.000,No,1,2,No,,UNKNOWN,ANGLE MEETS LEFT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,N/A,OTHER VEHICLE,N/A,N/A,Municipality,0.51,West,North,West,0,FEET,LEVEL,FIRSTFIELD RD,Municipality,QUINCE ORCHARD BLVD,GAITHERSBURG,DRY,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2399007L,230073374,Montgomery County Police,Property Damage Crash,2023-12-23T18:24:00.000,No,2,2,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,1.84,North,South,North,0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,County,MEADOWCROFT LA,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,
MCP30800048,230073367,Montgomery County Police,Property Damage Crash,2023-12-23T17:52:00.000,No,1,2,No,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,1.38,South,South,South,0,FEET,LEVEL,MATENY RD,County,BARLEYCORN WAY,N/A,DRY,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP27230089,230073859,Montgomery County Police,Property Damage Crash,2023-12-23T17:40:00.000,Yes,0,0,Yes,13505 CONNECTICUT AVENUE,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,OTHER VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP31610064,230073360,Montgomery County Police,Injury Crash,2023-12-23T17:31:00.000,No,0,3,No,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),4.69,North,South,North,0,FEET,LEVEL,CONNECTICUT AVE,County,DECATUR AVE,N/A,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,LEFT TURN LANE
DD5643003C,230073348,Rockville Police Departme,Property Damage Crash,2023-12-23T17:02:00.000,No,2,2,No,,DRIVER,OTHER,N/A,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),0,North,East,North,0,FEET,LEVEL,FIRST ST,Maryland (State),ROCKVILLE PIKE,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP295200F4,230073332,Montgomery County Police,Property Damage Crash,2023-12-23T14:49:00.000,No,1,3,No,,DRIVER,SAME DIR REND LEFT TURN,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,US (State),1.51,North,North,South,10,FEET,LEVEL,COLESVILLE RD,County,DALE DR,N/A,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
DD5648002H,230073322,Rockville Police Departme,Property Damage Crash,2023-12-23T13:27:00.000,No,2,2,No,,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,N/A,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Municipality,0.47,West,East,West,20,FEET,LEVEL,ROLLINS AVE,Municipality,CONGRESSIONAL LA,ROCKVILLE,DRY,INTERSECTION RELATED,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
EJ78950051,230073316,Gaithersburg Police Depar,Property Damage Crash,2023-12-23T13:15:00.000,No,0,1,No,,UNKNOWN,STRAIGHT MOVEMENT ANGLE,CLOUDY,DAYLIGHT,STOP SIGN,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Municipality,0.34,East,East,East,0,FEET,LEVEL,TRAVIS AVE,Municipality,TRAVIS LA,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",,,N/A
MCP21950060,230073310,Montgomery County Police,Property Damage Crash,2023-12-23T13:08:00.000,No,1,3,No,,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,1.35,East,West,West,50,FEET,GRADE DOWNHILL,MIDDLEBROOK RD,County,WARING STATION RD,N/A,DRY,INTERSECTION RELATED,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
DM8505000X,230073311,Takoma Park Police Depart,Property Damage Crash,2023-12-23T12:00:00.000,Yes,0,0,Yes,PARKING LOT OF 1101 UNIVERSITY BLVD E,DRIVER,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,N/A,OTHER VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP32630045,230073300,Montgomery County Police,Property Damage Crash,2023-12-23T11:47:00.000,Yes,3,3,No,,DRIVER,SAME DIR REAR END,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",OTHER VEHICLE,OTHER VEHICLE,N/A,Maryland (State),4.24,North,South,North,0,FEET,LEVEL,CONNECTICUT AVE,Maryland (State),KNOWLES AVE,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2016007M,230073302,Montgomery County Police,Property Damage Crash,2023-12-23T11:43:00.000,Yes,0,0,Yes,"PARKING LOT OF FEDERAL PLAZA 
12276 ROCKVILLE PIKE",DRIVER,OTHER,CLOUDY,DAYLIGHT,NO CONTROLS,N/A,PARKED VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP3341002Z,230073308,Montgomery County Police,Property Damage Crash,2023-12-23T11:41:00.000,Yes,0,0,Yes,PARKING LOT OF 13625 GEORGIA AVE (LOTTE PLAZA),DRIVER,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,"ALCOHOL PRESENT, N/A",OTHER VEHICLE,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
MCP2052003J,230073293,Montgomery County Police,Property Damage Crash,2023-12-23T11:07:00.000,No,3,3,No,,DRIVER,SAME DIRECTION SIDESWIPE,N/A,DAYLIGHT,N/A,NONE DETECTED,OTHER VEHICLE,FIXED OBJECT,CURB,County,3.06,North,North,South,300,FEET,LEVEL,SHADY GROVE RD,Ramp,RAMP 2 FR SHADY GROVE RD WB TO IS 270 NB,N/A,DRY,COMMERCIAL DRIVEWAY,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP2832008Z,230073284,Montgomery County Police,Property Damage Crash,2023-12-23T10:29:00.000,No,0,0,Yes,IN THE DRIVEWAY OF 11013 CRIPPLEGATE RD,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,N/A,NONE DETECTED,FIXED OBJECT,N/A,OTHER,,,,,,,,,,,,,,,,,,,,,,
MCP302600C8,230073285,Montgomery County Police,Property Damage Crash,2023-12-23T10:14:00.000,No,2,5,No,,DRIVER,SAME DIRECTION LEFT TURN,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,OTHER VEHICLE,N/A,N/A,Maryland (State),3.83,North,South,North,0,FEET,LEVEL,ROCKVILLE PIKE,County,POOKS HILL RD,N/A,DRY,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP30400061,230073266,Montgomery County Police,Property Damage Crash,2023-12-23T06:30:00.000,No,2,3,No,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,OTHER VEHICLE,N/A,N/A,County,3.33,East,West,East,0,FEET,LEVEL,RANDOLPH RD,County,LIVINGSTON ST,N/A,DRY,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",,,
MCP3305002X,230073258,Montgomery County Police,Property Damage Crash,2023-12-23T05:00:00.000,No,1,2,No,,DRIVER,HEAD ON,CLEAR,DARK NO LIGHTS,NO CONTROLS,ALCOHOL PRESENT,PARKED VEHICLE,PARKED VEHICLE,N/A,County,0.29,South,East,North,150,FEET,LEVEL,GLENVILLE RD,County,E WAYNE AVE,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
MCP3322002B,230073262,Montgomery County Police,Property Damage Crash,2023-12-23T04:50:00.000,No,1,1,No,,DRIVER,SAME DIR REAR END,CLOUDY,DARK LIGHTS ON,N/A,N/A,OTHER VEHICLE,OTHER VEHICLE,N/A,County,0.45,South,South,South,200,FEET,LEVEL,ARCTIC AVE,County,BAUER DR,N/A,DRY,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",,,
